                                          ,pkgs_before,pkgs_after
ie593923330551af9ee85533d30133c6adc38b42b1,15.0       ,10.0
ie20952e8f73eb323f9c219cc068380b763222b41e,12.0       ,9.0
ie66c0029550405e1465d06b330d3047c3083b5455,15.0       ,12.0
ie5eb2e1d37398708eb71ac923ec4da16e76a69bb7,12.0       ,10.0
ie304ba8a8b0e7e3a1324bd4a12bd2fa16f333306e,9.0        ,7.0
ie9ac12aea8e2af72a99d1884616e87686ed99ebb9,11.0       ,7.0
ieab0f719a038cc92de3b85428ffa348751426968a,16.0       ,13.0
ie41810742d296ea2e6b352157df536cf2d20617d3,10.0       ,6.0
ie7e42630bef2bb7bf956f31a798feffdf307cd49e,14.0       ,8.0
ie0d9ef28ab654b2d4190888a3467698d95a8661d1,10.0       ,9.0
ie769d6128196ce4482ec6512f5a7a1537205a18f9,15.0       ,9.0
ie04dd0749496ebf7c7fde8d66036b74a3bbecf932,12.0       ,12.0
ie85e1a727c2c899cd61d9ea914fe85206a5227a94,17.0       ,13.0
ieda54385a791b9c8c8abf95811481e5a6e7335ea4,15.0       ,10.0
ie1181c52a77c740d7b3a770f6fd891c4eda7414df,15.0       ,11.0
iea27adeba1f3b2caa2fbca381e62acaca4bbeac1e,15.0       ,11.0
ie064da3becab9a7c9eceddf4a78097c660fb69d0d,10.0       ,5.0
iefc2d280fd6086e8a8f3cce1a7d98fa67591ca73a,17.0       ,10.0
ie29d8611067711490e6dcf268ff7b86baa08e9343,15.0       ,11.0
ie470ea9f432e7ed8fffc63c6f4104cf6e970447f3,11.0       ,7.0
ie839bd5003382faf56230b839225cdf88a47c91a5,16.0       ,10.0
ie56641de64edd6ef32dc785829c9e1bb242473443,12.0       ,7.0
iea8d95f2ab182fe727a38e39ae068680fe9b265a8,13.0       ,8.0
ie890963c22f214cd90299c04cc752de173b299f39,9.0        ,6.0
ief49e03e8771b9f579d5fa8d84478b36347b7681f,13.0       ,8.0
ie61317f77788f25e5be796b2571d9152b28e2c96d,16.0       ,13.0
ie823b0a6134dff1e61d7c24480afc93067f2e496b,15.0       ,12.0
ied4d6de11a66e4d6d200890c792fb17859aaf439f,13.0       ,8.0
ieeaca2422d3728061aabbec927491c22cc901b92b,20.0       ,17.0
ie5f6fd246683081378232508807bae3d8a8f0a603,16.0       ,13.0
iec62ebfe01a358445ea6c82be94e70b88c6c12198,14.0       ,11.0
ieb758d2ae0dcfcc35e22fa78577d018ce82c94532,9.0        ,4.0
iec33e3ee03f657e8d999f49565409b12ed6afb83f,12.0       ,10.0
ie3b6683ef32c0eadaabec80511fd1b17a8f87aff0,16.0       ,14.0
ieb58912e637d47644de9409bf3aacf1e3096faf4c,10.0       ,7.0
ie61ef401db9a583a5858d6e1c998cde607e2e39fb,12.0       ,6.0
ie164742d9697e6876af5e1f6de035e67f946250a2,8.0        ,5.0
ie227e7d3c84aaeb6e22aff1e79a4fa46f1abdd8d9,12.0       ,8.0
ie87c0255b2afb9803263c52adeec819e4b92d23d8,9.0        ,7.0
ie616dffd11b6ecdc517a890127f6c0dc6e3899817,9.0        ,4.0
ied4f0e7fb834b4945d9005d4c6b81ef4e58980e7a,14.0       ,9.0
ie7c9649ec178d64c6dadaaf9a1e1ab2936620ca08,15.0       ,9.0
iefd5bca8eec7486f6abc83d2f1bd6ac8799f51fb9,11.0       ,10.0
ie7f6663e104f87bd9888484c2f06df60fc2ae5a1c,14.0       ,10.0
ie3671e5e8cdd81e16b33f234d0932695d2032ee6a,14.0       ,10.0
ie2cca6fbca28f728f34237eb1e87735418d258892,14.0       ,9.0
ie14e661ccbed3917fb7a8a57c5d80a57906ba010d,16.0       ,14.0
ie8725248f157a1862fa270a587697dba9ed9c9332,16.0       ,16.0
ie340edc85d49ce74a0844a5775c2aae0eec2e2cba,17.0       ,13.0
ie150dd29ebd866cf824776a53f48c6f5d26186061,9.0        ,5.0
ie9e2ac2aad0dd3c7fe898042f8ed3df74cdd6c03f,12.0       ,9.0
ie6e0e0568d428ed2ceeb1cc20c4e31ee62c70cbc7,11.0       ,6.0
ie9e7dc40338d9f4946fa289de6ddbece79f440bd6,11.0       ,8.0
ie0e66fd7d8989e9bbd8705ba17d31dfbf99c8c11e,10.0       ,6.0
iedd4ba430de76ffae97861de26a5ea5355f97de99,10.0       ,6.0
ie060516e2fc35925cede9fb619c45c116d96c253a,15.0       ,12.0
ie124750a59c20f1f688185e211c0f2108aa61f26c,3.0        ,2.0
ie77eaa9c2b18a97880b8d4f8b7c038c0f264e3d99,11.0       ,5.0
ied418e7f2642af332d518f24d93972192d675c2c3,10.0       ,2.0
ie62e617a54e4c16f8db2273376e4eb38f567baea5,15.0       ,10.0
ie1ef41992ed76b32da6b26bc24a6be35bd120f1a9,10.0       ,8.0
ie841b26f773e2613618f54806366f299cf6cf3991,14.0       ,12.0
ie4edd54e489663516bcf2836e78557cd92ef9f4d2,6.0        ,5.0
iecda749ecbb0c00f8973cb18467371fd41cefc1f6,8.0        ,7.0
ieb281f3d84502638ad964594ccf9d412691fdd973,9.0        ,4.0
ie6a92eeb3d6d71b250888624e41bad3820110a021,14.0       ,9.0
ie9c061978e7790064d0ee89f9d3bb3630f17c1c5a,10.0       ,9.0
ie1d62a1cd5cf52a3fedcf086d0fb1b3d6f3007f05,3.0        ,1.0
ie4c39dd82bce906730505b34cdd0f57f4b8167851,8.0        ,5.0
ie07f75253278627723652969a0774ad4b4d837daf,14.0       ,10.0
iea0822fe4a2921faacf3ac9b36c90291164a50f11,13.0       ,6.0
ie0b423fa56952a0b7b7f8e777964fa85a6fccb4c1,9.0        ,8.0
ie856fed547010df9ea027b643b76eddce80f2951d,11.0       ,10.0
ie9d3e870483eac00eff4b30efdb3f95c59991b8e8,15.0       ,11.0
ie1da5756831530f752fca3e672667be56c4cca43d,12.0       ,12.0
ie2556ffddba8544a3ffc66457901f4369814e8458,10.0       ,8.0
ie9096ee987d02fe20407b0abcec7656906e63910c,7.0        ,6.0
ieb7f69745a3407254e62ec90dfe69558f0ff8b343,22.0       ,14.0
ie7da03fcc247972973dcac19219c463a85530e4e7,17.0       ,13.0
iea2536ac1fa2e5debf918747179a9f0c7889641d3,15.0       ,8.0
ie8139cc17ae3793871e84c7be3fd97b5c3ec2756a,6.0        ,5.0
ie59462a0aef32c3535465b3b04b0a647b4688de03,13.0       ,8.0
ieeef079ba2ae00a83bead4ca34db79f5b1ac66ddd,12.0       ,9.0
ied43a79e3657d6539e0d31f0db7499abdc07c5d6b,5.0        ,3.0
ie4570289e43f6728577ede7a18a79ee2ed8112695,13.0       ,11.0
ie62c680874708fa06d3281659b71ef1f34e72f432,17.0       ,14.0
ied12d4c36edadb33a010a0c40ffb0b78475c18b75,10.0       ,7.0
iebb9b54f7419c1e640ac6f59aef18e0f49d593e4e,13.0       ,12.0
iee7d4fe6f6048efbacb334d939c0bfdb5c380262e,18.0       ,12.0
iee43dadcd220fa489f553faa79fbd074ffdeca09a,11.0       ,8.0
ie0c4b902725653f1559fba86dfcad440bd5984faa,14.0       ,10.0
ie3e34de922da1f0d6c6e08fc98c3d7dc376f0a187,12.0       ,7.0
ie8b3f61c8dd9d1df15567f60a709013595a41afc0,11.0       ,6.0
iec70c0f8dcde574ef0bf81ed06d6652609a99c9c3,11.0       ,4.0
iee04029c7730451e494fe2935d1c5ddf466ef3f8e,12.0       ,10.0
iec1957b30a98c771501be6020b2c17b270df4a171,16.0       ,16.0
ie805fb7811af257a515311e0d48ad5bdf0f5fb18c,14.0       ,9.0
ie98d0fa1cb1bf9d4bb4671dec0de91685639a77fc,21.0       ,14.0
ie9e055b1417bf975d5a5e67c29639ca3a8539731b,11.0       ,9.0
iea7cc130e8d459520a1643a2815147d62577cb644,13.0       ,8.0
ieaea783aef2609a9f7769f09bc5d1fdb65ed1e4ef,9.0        ,9.0
ie0e0e44c8593cab3030661fb32cd96bdad14cc561,9.0        ,5.0
ie655e9259ed2bbb28d05d275516f21765556572e6,8.0        ,5.0
ie2265b42ac6e7bdc89a621095519761f44f75ca7c,12.0       ,10.0
ie9bd5ecc0c56d5ec4d1c9a4ac27ef2b7ee54d2265,17.0       ,13.0
ie44502c1418c7df48f98d30f37352bb22b10a36c2,12.0       ,8.0
ie26023b1136383c340e30acb2f6168b5b6d2374a3,9.0        ,5.0
ief1552b678c226d47312d45b3cbc8b51e6cd1de8f,17.0       ,9.0
ied7a6fd75c479251e4cbe42d50b14142c68739300,12.0       ,7.0
ieecba74ddfde356223afb87fc92ecd805b4717138,15.0       ,13.0
ie423c2dd9b12285bd7fb067535f540d4058b946d5,12.0       ,11.0
ie668f4a9d137ab8cc9cb17630d1d4220d5ee87e34,14.0       ,11.0
ie1f78d6bccc105597718d64955760efb17125a0ab,5.0        ,5.0
ief4434d3329b271b6d1739e3ab7cb138fc2ca6346,13.0       ,12.0
ie6a1a1fa5768afb08651f5126ad879de6855aef5d,15.0       ,11.0
ieefbae1558682c03b3612ab0fb8eb3f22ab9c8ec5,11.0       ,10.0
ie6b1a181607a53286875e79b404b50f4c28c6eb3f,13.0       ,9.0
iea7e1f0048e55d7eae6aa2fa1ad880648aff34aad,16.0       ,7.0
ie29d63f6f916ccd11049032db9a6afe2e58480adf,13.0       ,10.0
ie360b64964680b17e8e6d93f5efb84f90b4436091,13.0       ,8.0
ied514b359421c5873cfd861b3e48b416842831b36,15.0       ,11.0
ie90df398537e077ad518b54487ccafd633c025eea,5.0        ,5.0
ie004d6c80902795a7aa45626f85124b4860bbc4a7,16.0       ,13.0
ie6543a6a503b79be82906f8803258ead9cfe96624,15.0       ,10.0
ied60b48bb6d793b15b6fb15c43c318c78feb7be02,15.0       ,13.0
ieb869e0ed5db3ee647d5ac2c834192f6fd8c0c381,14.0       ,13.0
ie05ab1a546427b1c9b290bef044461636793d65e2,17.0       ,16.0
iec0599ad1907bb9672f3dc088c6a91dc04f526a84,14.0       ,9.0
iea16be5bcc004cae3484fd3225313a2f505784e5d,9.0        ,7.0
iebb5517623f7af39b7b3bb37ef1126f855b96b887,7.0        ,4.0
ie020f26ce1f4a2e2f783bd4ff8212f7d4245940a1,17.0       ,11.0
ie3c9fc4ec265a0206619e894c8708253821b4ffab,13.0       ,8.0
ie48d464ba7aa4c62fda41ea05a9b495cd5cccf735,22.0       ,10.0
ied7a42ba107b619f84e48b3bb6f8cb3378f30e064,18.0       ,12.0
ie74ff8af37a06d6c0c9a78af152bc5c87f1039b19,19.0       ,14.0
ieb55bf0bb84784eb0a4630c9b8b87d0a36228dc43,12.0       ,8.0
ie29c1f68747eef4aa11c9e07a1017c344842a87a8,11.0       ,10.0
ie90bcfa9b652b15e8f7e87383fcf8a50d7ad13a4d,11.0       ,10.0
ie83a089d1ffadef3e40decd617d0d2d4a2163b616,11.0       ,9.0
iea8b38a195e91f023e890411bbc273a0f225418c4,20.0       ,16.0
iebd502f54c88a7c8c5348d4dd7dd6f2e9f732e574,13.0       ,9.0
ieb2f32ecf9cf05644321ee4564a2ea6efa2e9f8c7,19.0       ,14.0
ie2941886cb15de0fbd26f20c130f6f7dc78300fb9,13.0       ,11.0
ie582b9d201554869a06a3301a3f022fdfc385131f,13.0       ,7.0
ieb03c7e7f1fc2139314897adac972e6c628cf1b89,13.0       ,12.0
ie79b7e6810cea816a59953f24cdf1b77e47ef214b,12.0       ,9.0
ie7e5f5934d4d74ae3d4fc1c7b13928798cda21753,9.0        ,5.0
ie41dddd57d304097ebe4a839860db596c490d875d,11.0       ,8.0
ieed4bcd1b1d8af3abf2c252c3f252d57bb545a1e7,12.0       ,8.0
ie8c4ca6f3318f2ef15b688243bb5f2e416e0b8aca,8.0        ,5.0
ie6c690bce8a76e8abcc0a39bac104d58e8de8549d,10.0       ,6.0
ied560716d8270be23bca7a254cd97cb1cdd8001ac,13.0       ,11.0
iea24f44cea08ed7049cbfd703b65466e4edea0bac,7.0        ,2.0
ie272c766e569f106a8d87baf47e59fce611ae46e1,14.0       ,8.0
ie6f1227443be6dc95c8e40f22ee1fb2dd20568ca2,19.0       ,16.0
iea7a12b4574bb87621ce923e5167e517ad097eeda,9.0        ,9.0
ied1d0ea865e1aeb8a8c1b214a54491b7c60046ca3,7.0        ,6.0
iefd282eae23bdced4709646e05b55a1c79a43cc4a,8.0        ,7.0
ieb5c5b81589f37447838318460f8e9d0a46975854,14.0       ,10.0
ie4da7486470489ec51f4eef9723bda97cfe841610,21.0       ,19.0
ie09f16bcd81d3968b66e5d30c6252fdc44fec680d,10.0       ,5.0
ie16c05a95addb7e8c0e0fb10cf99adae50fc929cc,15.0       ,12.0
ie84392d29e8abf260c91c440d1b722ada54ecece5,10.0       ,5.0
ie1c49b55479787806b4a00dce6a3b8136364fbee1,15.0       ,13.0
ief173adc37e83b6d5bc89f764bcc7b5cfa8661502,8.0        ,4.0
ie85298195f62235ae7f35e9b08534f08f58641285,18.0       ,15.0
iec83ec7d4b4563f931523e061df991cfd37a07ac7,17.0       ,9.0
iea87fc47bf41eb1053f76d648b02926dd762f2e3b,9.0        ,7.0
iefbeeb893a5f9ba77155aaf0eca8b15507d963f54,13.0       ,11.0
ieb9eafafc193476ce0edca3ae1e10de4b0e18a3d6,11.0       ,11.0
ie6c672d2f068cb30a8a5071e30474d51f7769d437,18.0       ,12.0
ie070b6180e615e3a585e14f025050317107cf5084,11.0       ,8.0
ie114422a3605d271113742bd6e8bf918f4b3ebfdb,8.0        ,6.0
ie520440469c13c907e18004e1137aad4a3f8108de,11.0       ,10.0
iee6f85e09d617705b80cc13258f23c7a359f9443b,5.0        ,3.0
iea1d75c1ca12a5abd762b7a7d81df288a31c6b991,19.0       ,18.0
ieabf79c26fc2a8cc8894ad1f111784b60d6fd44ea,7.0        ,4.0
ie7c86503f895854f2838c2e65b1081874aa48ab5e,4.0        ,3.0
ie7c2ae576a97d6900da6b73c62b1c12ee1f18dba8,9.0        ,5.0
iedd7a133833f0e61aa1296c11af7a89060fc75609,12.0       ,11.0
ieca826139be185e45eaff370bc1b757e9608115d0,20.0       ,18.0
ief77769fef80107a29509137c39f71aaccb61e8bc,15.0       ,13.0
iefed690376b819f9987924783ad8bc9c98994d11c,20.0       ,18.0
ie0f0a8ffc3368f1865e001cb9282a3f3bb23aa695,16.0       ,12.0
iebf826afa568e021e59fc898169fd2e6328a25f84,19.0       ,16.0
ie8a9cac0ca209ea0c3959c17acd8605cfba12e18a,10.0       ,9.0
ie093b365672773144428c42ef730dd74c0e99aca7,16.0       ,12.0
ief35c2af020befa7133bd3ed8dcdffdf9ea89a898,16.0       ,13.0
ie8d7c6c8bb1ae1c24e865029be98712d58fbe5dcf,12.0       ,6.0
ie8371c13d48529321e3c272e14cef862904b9eb5a,14.0       ,12.0
iedd9443915769d175c8a78b042b542a0381844830,14.0       ,11.0
ie6b1a06f9b406f0a73aa4280b9453c85b1c0b98be,10.0       ,9.0
ie3fc8811b2db6e7d6ed6a0a756346fbcee0d633ba,18.0       ,14.0
ie3d460aa2e94c3f240c19fae019b39542ebfc5b22,10.0       ,6.0
ie0e904285697f500c1bca32562ebbce886ad71cf3,8.0        ,6.0
iee6b45a9b40060cb4315b690a8b93a2f10398668c,11.0       ,7.0
ie35a1d70f029d7bef4f1bd85ca2d1ae8a198b1151,12.0       ,10.0
ie64f8f4eda0f8e56299510b441f14dc8b1db96d83,10.0       ,8.0
ie0dcb900c0e09d352bcab34bfe86f52f6802f194b,17.0       ,11.0
ie91c4e916b17fbe2852b3dd236ba86f778197e220,15.0       ,11.0
iea44a7fea64fd1b1f09feb220a1a3c38799cec5b6,14.0       ,11.0
ie4b6353db9bf55196f99e621044493ac8e7b3ab3d,19.0       ,15.0
ie62b49c37fdbc00e6ed01b7a336efec2d5668790e,11.0       ,11.0
ie80df77f620cbb5de5c497bc723848ea15d50c98b,13.0       ,10.0
ie8736e30ea8cc88ebdf163097db1813acf212883e,12.0       ,6.0
iebe5868dd3375d722587bf27035a084224ac449b7,9.0        ,7.0
ie08151622170c8bdbe9a8e8e331c52aaabceb4d18,11.0       ,7.0
ie68b6cc5ebb1799825099b0f5e79f6f03821121a8,9.0        ,4.0
ieaa1ce8cf351f69c2d51bae631ecd7243d7cdaaea,17.0       ,14.0
ie6066be136e4d74ccbafe18ccd381c21cde9d48b0,12.0       ,4.0
ie26da52627511ef7b2fec151edb08e92f99651a47,6.0        ,2.0
ie0f321556b08a02d7ebdc8210740d5c5435b2875c,17.0       ,13.0
ie8d34e0291c76225679a0520513cc559f6225dde9,11.0       ,8.0
iee4f491ef2828abda4d77106d43d4c014150796fb,13.0       ,10.0
ie3bba00ecb492118085180596374778440cb34d3d,16.0       ,13.0
iee2251cd1fe397f10d1e84f3cfc873fa608dbc629,22.0       ,17.0
ied88ab4fd04184b9b705162015fd2c2a272c4a267,12.0       ,12.0
ie2d8dde193957b49afb5786602eface7a8816ae2a,13.0       ,7.0
ie80ab14913a5edecd3921873280e70a50c907ef63,14.0       ,12.0
iec9d75b5e880dcf41b33ebd2018002a7d50f2a85d,12.0       ,7.0
ie6d9522ef4d47b9ee3c8f95aa2673a321cd2cc905,15.0       ,11.0
ie6a7f34b16613a7679bb3a73626e39ecaf0551577,5.0        ,5.0
ieafb9e05f099aead01587cad5911317e2a9d3c9d0,12.0       ,10.0
ieadc4d7c82967f9659efe8076b793c03577de479f,12.0       ,9.0
iee148bdabeacfb4dc6b5f3c23ad348bf82509bda0,17.0       ,13.0
ief92a40f6ca2f5232dae38616ba9c323763478d0c,10.0       ,8.0
ie65e3d7c59bb1d3da0dc3bd3b3f881c6f0ffe1999,16.0       ,13.0
ie2bc31cb8cb56d0a6f1ab417609524b296a2d2c9a,5.0        ,1.0
ie53327f47feed52597ed12ff9e85167aa1b032d90,10.0       ,9.0
ie2fbded18f99b06f9e33cd0844a495df74cbb8ca1,13.0       ,11.0
iebdd5d6fda2d14190073ba90c20a625a9b6b0ca64,16.0       ,13.0
ie047f4695e754f39a594ce49e33d90efe8e7f0526,10.0       ,8.0
ieb3b92215d0eec486e4e06cef0c36a73e019aab30,18.0       ,14.0
iec5c8e91145ae8af80f58ff47bcf97e7d5c959fe8,15.0       ,13.0
ie71456b9b0e6b3b404ce6be328ec7e41c1c755f93,16.0       ,13.0
ie36ef1fc6e0b5d96e0e47bfb249332e44bfb59647,19.0       ,18.0
ie56036a8b0558cff108a5ab1bb58d20d345d9edbe,20.0       ,18.0
ie512d3b1b0ff3a9b247da87b419976536250ace66,8.0        ,7.0
ief9576072e4a60d5637627c9857bbe5c14173839b,11.0       ,7.0
ie6802777ef0b1f458f455501c54684e3d585ac06c,13.0       ,8.0
ied9cd9527349196696b9eb008a3d0cec10761a702,9.0        ,7.0
ie81e16686083366ede801a6bee22399b3c7b33721,15.0       ,12.0
ie09780510053541dcdb8eb37d145e4d3683f51a67,8.0        ,8.0
ie2d9c34cf92c4ea2cf633fa03950347b08ec5e93d,16.0       ,12.0
ie47339d751b12d2dc0fa184764340a40b6426ec89,9.0        ,6.0
ie777fce6ec259385e5da02544d8f922e6b1db9d4e,13.0       ,9.0
iecda0ef1356f6a39cf09f02852ffc9e140bb4bcdb,13.0       ,8.0
ie94c75eccc7c098c362fd57b767ddb2b7fdacfe39,15.0       ,8.0
ieeb4dd072458b95c152a33f28c9e53e75a02c35bc,16.0       ,10.0
ie277cb315048dde5b7ae9ebeb2123fbdb8c9684fa,14.0       ,9.0
ied4b8fa9f72220a3dfcb18cb2d45cd3b4337e7979,18.0       ,15.0
ie51c12d51986edfd865887017150685d46461f949,14.0       ,9.0
ie5a151f46dea2614f8dac99c6ad7973098cec3efb,16.0       ,11.0
ie5d4d2f41d9750d94981cb66b08dfc08dcd7f984a,11.0       ,8.0
ie0e2c76244522be159a5c79a51dd2797fd5e3a927,9.0        ,5.0
ieec567825b088bec98422b0ac6bd1a5315e5bde74,10.0       ,9.0
iefe39ffb97ec7011466ae4f563d2129a1dbd71158,18.0       ,14.0
ie70869fdbbbad43a3f8ae3508589e307aae7e09e8,12.0       ,10.0
ie41d2f94fe661d95f38b3d41f778990a1768bfa8e,13.0       ,12.0
iebc30269ff6367a347ac69e3c75115202b83796b6,12.0       ,8.0
ie6df7783ed44e522cff510e8ac5b4e49258d8b4e8,17.0       ,9.0
ie905dcd3d7e97886e80f845aaacb2fd8a539db726,16.0       ,13.0
iecee51391343ef88b2c651fad54f30bbb7371f6f8,10.0       ,8.0
ie9504366509d6b967ae2eabcef112b72e79f51c67,7.0        ,5.0
ieddc3eaf9b9c9aa1dff894e59212b78731f9e6ad8,15.0       ,12.0
ie37861c95c6b3605e08de5f30809fbe2f83687a7f,14.0       ,11.0
ie335fc352b385e9a77a1262dd1881562cbe4c53c1,15.0       ,8.0
ie27a4e30490495545910802d44dabda6d49211552,22.0       ,19.0
ie196a34055b1fb4a98cb5c474442aa46f0a0750d5,9.0        ,8.0
ie6d90d56618b6cea211c367166c5a049c35e11bdb,13.0       ,8.0
ieaf8f939fa184d7e1d70026992c8a7a2ffb4a38a5,13.0       ,11.0
ie156340e259286e69baf5f7a5c88af7e1f31a9286,12.0       ,6.0
ie361df3201f5fa31f29bd0b3354e73414752efd56,11.0       ,9.0
iec43ce8e26194157ff417192e50333d85ae8dcc94,7.0        ,3.0
ie02fd3c983786084707b781f7776cb99bcfe6abef,16.0       ,12.0
ie8063a6fa82408f7ae6f7e27e2cb2b965946ae991,8.0        ,5.0
ie45cbbbaeae5320dc276983200a56d53dc9953cc2,12.0       ,10.0
ief6941a4af402773de29cd44c8cf2dd817cc5a468,13.0       ,10.0
ieeda8025d22cac56831a1c1d9e28bed760e17e5e4,9.0        ,3.0
ie7f76177d88fe4cfeb344e10484979a27f6e6a6b1,16.0       ,12.0
iebb0c679bab52641f8269932b595c6e2706f6616c,7.0        ,6.0
ied0cb827dbc41f49f782e81563808cf46ac7c413b,15.0       ,13.0
ie28b0a787129572e01831ba43e09dfbbe34e7dc37,13.0       ,13.0
ief508b7e0ef01fd1c579ed8d879ba562483902e43,14.0       ,10.0
ie2b66c241977b032cfc92e94b30561370e78652f6,15.0       ,13.0
ieeb78fc368b6ab4b55660a9fc95c233a7c56ec021,7.0        ,5.0
ie4d70b19dbb33a12cdad337217d357638dccbc97d,15.0       ,11.0
ieddb8dbd113a2c9a71869fbfbf9f1c389b410de4f,17.0       ,8.0
ieec52c69abb86cdb97ba52e6f7c14f0c4249f906d,7.0        ,7.0
ie1b819354f7106842a1ec16eb35b0135c14bc5cef,11.0       ,10.0
iee968cac9de79fff9bea0f6280fa11392300f57b8,11.0       ,10.0
ie73e843cd00558459f8de94645cf353b452bca2fe,9.0        ,6.0
iec4227928b1668530a06df68d11eb727126a5c6c2,13.0       ,11.0
ie2844c3bfbd8a920951ef2d3b205227a8faadca13,11.0       ,9.0
ie6f171a24c54bc9f00dabf766a847c22a970bcc17,13.0       ,10.0
iee80dac85a70ebb7c5c7fc4f8cebd846124f594c0,12.0       ,11.0
ieb9698283bc56cd3e79b6101ad0b63252246d084f,10.0       ,7.0
ie88f7e6e63bbcb972e4476ebfae33c4c136a84d3e,13.0       ,12.0
ied6eec318ab7e6dcc596efbf6294c07eb6e36977a,11.0       ,8.0
iea9fda063b033f8d17fc68f7c7707fb0beff1f131,10.0       ,4.0
ie45777fb96bfb860c1cf6a8dc3e614877102ce420,11.0       ,9.0
ie6c040ce0832f34e47e40e49f3eb13ebe984de671,21.0       ,18.0
iea951e05ee51ded3c06450ed2a54e0c1fd5f32484,12.0       ,8.0
ieb5c52d0162323312a469bc41ba5a254d42ebba02,18.0       ,17.0
ie478128a3bd3b730571fb01074c1898014880fe00,18.0       ,9.0
ie4db40a67a59e4425f8460c614f0001315913f635,14.0       ,11.0
ieac65e90d52980febdbaec60e878e0dceb794bb06,5.0        ,3.0
ie6162e2748f272941697c991ef68508e496063d47,9.0        ,8.0
ieb3ede709949631c90b455a73df5c140fa829a24d,22.0       ,14.0
ied8ab0647a086369c3a7f261bba27fb616dab998e,13.0       ,13.0
iedc2bcdbc7b87cff5c35440554be33f4ae9f3b0ab,12.0       ,9.0
ie3ffcd3baa8614dcbb9febabf765f5d6813b1b72f,11.0       ,6.0
ie21d73438a227922ffcb51b0252d0c5f53b463dc7,12.0       ,8.0
ie0e6d842c5897944d6f33424c1bb56d58c9ad4627,14.0       ,12.0
ie84348683e544eae4aceeaea3ff3396ecfd1b938c,12.0       ,10.0
ie3462a04ffa79cd518a4249ce9da4e81313a35664,13.0       ,10.0
ieab4975a59410879a04f56425a4f8e04137ce641e,14.0       ,8.0
ie3286a99b786f62346196a9d26a7c318008b8e09c,8.0        ,8.0
ie2948886d94adaea78d823886525c8fc87663e6d0,17.0       ,10.0
iecabc6aab52e6064a1a391f8ebc1a7af514cb0f0b,12.0       ,10.0
ie850b62003f2db709ca433c1dd9e2709c73f99443,5.0        ,2.0
ie2c54d7b62955f83a45b5b5aea88084b811963460,12.0       ,9.0
ie3acc15689806615d4e6f126bdfc21e786aa80f82,18.0       ,13.0
ie44a7adf9a5b4b348fa469dc6f5cf56393895f9f6,13.0       ,11.0
ie97e73b1c4d0002e61cc973c64717ca091725341d,14.0       ,12.0
ie5d28390a0d424f44d0dda9ad046e44d90c285ee8,16.0       ,16.0
ie87f65759cc345d18df30e59a7a94c203ca5650b6,14.0       ,7.0
iea5f44bd4923b4542ba76c4ce1c5fe520f3a8517a,21.0       ,18.0
ie213afdc8f2c736924962dc0a91d82e9705ae4c68,17.0       ,11.0
ie00dcaf65b3f0a76842e9c0b1fcf7207bf8bc7316,13.0       ,11.0
ie239f3b19be6fc420c4eaa1e7ce901db6792034be,9.0        ,7.0
ie07a25440760fb33a6b2c693f59ae9b193b1f066a,12.0       ,8.0
ie8c295a08c52ca8abcf2a2ced5f393433b9b23bd9,15.0       ,12.0
ie0ad45ba364445ab1d23210b3f9d49a7f2748391c,12.0       ,7.0
ie74e0607f4d1eadacf96085f42fcbc774f68276ec,9.0        ,5.0
iee6d2fdf27848e3c00f92768b75d355e7868f93e5,14.0       ,9.0
ie6cf70f864b5e9803c185d721e8f7b7cd4daa985e,12.0       ,6.0
ie7b3d196e3609e691f0f7ede4824243f09d288486,14.0       ,12.0
ief0857dd13e6c9a42c001e52276f1dd5d77785a68,13.0       ,11.0
ie99e57f193ff1eb8376b181d09091a68fc392f8e6,11.0       ,6.0
ief0d61e7b644bf9e79df226e05ffb42375b0cf0ba,14.0       ,9.0
ie801bb6e65e42462160a8c64920276daaf995e8a2,10.0       ,2.0
ief46763fb4c9dac78fa7636ecb41e0d9e65f91f8b,15.0       ,9.0
ie654af664d2ea319c8243e3be15f9a8b1bbd5d794,16.0       ,11.0
ie96e693bc927c06915c704a437188d51ad3710e26,9.0        ,3.0
ie2c3d067136038b5cb441446f71ed2142e21103de,14.0       ,5.0
ie691544230c1786fcc8e56d271b5119552a336a8d,12.0       ,9.0
iee60f2700b4bea98317b06cf558eb94d7a87b734d,9.0        ,4.0
ie0a618202de1997723bfcd73d1e9bcfa795e8daa8,4.0        ,1.0
ie317952e6defc7459541ff5d552903972609cb76f,9.0        ,8.0
iea54e82980b50017f7d67790dc3c2428e36f542dc,18.0       ,14.0
ied464fe03cc0cb41af98c569f8f3159d60b48f2dc,16.0       ,12.0
ie8a9fe7245c36286a03674a17720654d1042b0151,9.0        ,3.0
ie2ba5a4b59701207eaeb4ced249f1c5a60965b816,17.0       ,12.0
ieb751997a1026b113ffe3d3aa8ecc41c02a15cb84,14.0       ,11.0
ief20e7fd1526ad67597fc30a79758bc6aad8748bd,10.0       ,7.0
ie3031f6850908ed636ea6a11024b2ad8a7d2158e9,14.0       ,11.0
iee0ae965c24ae83b3a7dbd6b0b4a947c755669467,13.0       ,8.0
iedbab46643a2fa0bebb82c275901c7477aa062ca0,19.0       ,16.0
ie53258bf85e7ed72337c7bad0218ae0f619566c1d,17.0       ,11.0
